sale_id,date,brand,model,quantity,base_price,discount,final_price,region,color,salesperson_id,revenue
SALE000872,2023-12-01,Ford,Escape,42,26843.54,0.1864,21841.23,West,Silver,SP701,917331.51
SALE000873,2023-07-12,Honda,CR-V,9,27646.75,0.0569,26073.31,South,Red,SP515,234659.75
SALE000874,2023-09-07,Audi,Q5,17,42447.31,0.069,39516.55,West,Red,SP106,671781.37
SALE000875,2023-08-14,Hyundai,Sonata,39,23343.99,0.0059,23205.48,South,Black,SP178,905013.53
SALE000876,2023-04-19,Hyundai,Tucson,11,20906.33,0.0901,19022.26,South,Black,SP261,209244.9
SALE000877,2023-12-05,Audi,A4,46,42919.88,0.078,39573.23,South,Gray,SP930,1820368.35
SALE000878,2023-09-04,Audi,A4,19,45181.39,0.1815,36979.96,West,Gray,SP315,702619.33
SALE000879,2023-11-28,Kia,Forte,45,22474.78,0.0619,21084.16,West,White,SP349,948787.35
SALE000880,2023-10-21,Toyota,Corolla,45,26092.15,0.1908,21113.59,Central,Black,SP237,950111.77
SALE000881,2023-10-21,Hyundai,Elantra,5,20707.2,0.1273,18071.58,South,White,SP270,90357.91
SALE000882,2023-09-22,Mercedes,E-Class,23,50088.69,0.1659,41778.1,West,Red,SP677,960896.28
SALE000883,2023-02-13,Toyota,RAV4,49,25518.98,0.1373,22014.77,South,Gray,SP721,1078723.49
SALE000884,2023-03-29,Nissan,Pathfinder,2,29752.08,0.1601,24989.64,South,Brown,SP520,49979.27
SALE000885,2023-10-26,Kia,Forte,36,21423.83,0.0242,20905.27,South,Red,SP775,752589.58
SALE000886,2023-03-27,Hyundai,Tucson,28,23228.08,0.1801,19045.53,East,Gray,SP710,533274.93
SALE000887,2023-04-28,Kia,Optima,12,20152.79,0.071,18722.86,West,Gray,SP235,224674.36
SALE000888,2023-04-14,Honda,Civic,39,25545.91,0.1292,22244.89,Central,Brown,SP616,867550.6
SALE000889,2023-11-07,Volkswagen,Passat,10,29171.52,0.1187,25707.92,North,Black,SP587,257079.22
SALE000890,2023-09-30,Kia,Optima,10,22009.48,0.0278,21398.18,Central,Brown,SP220,213981.83
SALE000891,2023-12-04,Honda,Pilot,9,26585.38,0.1747,21939.86,South,Red,SP652,197458.72
SALE000892,2023-09-25,Toyota,Highlander,20,25689.39,0.1482,21882.32,West,Silver,SP995,437646.37
SALE000893,2023-04-28,Toyota,Highlander,29,22832.22,0.1068,20393.89,West,Brown,SP887,591422.74
SALE000894,2023-10-29,Volkswagen,Tiguan,40,31920.08,0.139,27483.94,Central,White,SP535,1099357.59
SALE000895,2023-09-02,Ford,Explorer,12,26852.23,0.0972,24242.19,South,Brown,SP185,290906.29
SALE000896,2023-05-12,Mercedes,GLE,45,61144.12,0.182,50014.24,South,White,SP826,2250640.97
SALE000897,2023-09-24,Toyota,Camry,49,23580.26,0.0933,21379.71,North,Gray,SP770,1047605.96
SALE000898,2023-07-29,BMW,X3,24,60281.81,0.1691,50086.9,East,White,SP258,1202085.54
SALE000899,2023-05-14,Volkswagen,Tiguan,43,29579.59,0.1346,25598.37,Central,Gray,SP678,1100730.11
SALE000900,2023-12-15,Audi,Q5,9,44218.08,0.1578,37240.6,West,Brown,SP308,335165.38
SALE000901,2023-04-02,Volkswagen,Atlas,44,31790.28,0.1645,26561.27,East,Red,SP668,1168695.99
SALE000902,2023-06-07,Nissan,Rogue,28,24380.48,0.1519,20677.81,Central,Silver,SP892,578978.72
SALE000903,2023-12-04,Volkswagen,Passat,23,28913.2,0.1164,25546.55,North,Blue,SP335,587570.75
SALE000904,2023-02-21,Nissan,Sentra,36,23486.28,0.1052,21016.4,South,Red,SP510,756590.53
SALE000905,2023-03-24,Audi,A4,34,42935.11,0.0861,39238.15,West,Blue,SP105,1334096.93
SALE000906,2023-08-30,Honda,Accord,4,23632.85,0.1524,20031.64,Central,Gray,SP190,80126.58
SALE000907,2023-04-24,Honda,CR-V,47,24203.19,0.0051,24080.01,East,White,SP723,1131760.31
SALE000908,2023-07-25,Toyota,Highlander,18,25684.51,0.0681,23934.86,Central,Blue,SP633,430827.48
SALE000909,2023-03-31,Mercedes,C-Class,31,50800.51,0.1192,44745.2,West,Gray,SP110,1387101.28
SALE000910,2023-04-10,BMW,X3,49,60572.31,0.1212,53233.62,North,Brown,SP713,2608447.39
SALE000911,2023-11-11,Hyundai,Sonata,34,24571.93,0.116,21720.5,South,Blue,SP136,738496.91
SALE000912,2023-12-02,Audi,A6,38,45576.81,0.1377,39302.94,North,Black,SP188,1493511.77
SALE000913,2023-06-30,Mercedes,GLE,45,68290.88,0.0457,65170.17,West,Gray,SP700,2932657.55
SALE000914,2023-12-27,BMW,3 Series,24,58563.82,0.1928,47272.51,North,White,SP662,1134540.28
SALE000915,2023-06-27,Mercedes,GLC,4,57399.29,0.0418,55001.56,East,Black,SP720,220006.24
SALE000916,2023-07-26,BMW,X5,43,57189.45,0.032,55359.1,Central,White,SP367,2380441.4
SALE000917,2023-09-17,Ford,Escape,6,29434.8,0.0917,26735.49,North,Red,SP174,160412.96
SALE000918,2023-06-24,Hyundai,Tucson,30,21298.22,0.1671,17739.37,North,Brown,SP625,532181.15
SALE000919,2023-12-22,Mercedes,GLC,37,68089.87,0.0628,63814.28,West,Gray,SP676,2361128.34
SALE000920,2023-06-23,Nissan,Sentra,23,23731.81,0.199,19009.85,West,Blue,SP571,437226.64
SALE000921,2023-09-04,Kia,Optima,9,24129.66,0.0577,22737.83,North,Silver,SP169,204640.51
SALE000922,2023-12-13,Volkswagen,Passat,47,27909.51,0.0062,27736.82,South,Brown,SP423,1303630.5
SALE000923,2023-09-22,Volkswagen,Tiguan,32,29042.32,0.1083,25897.57,Central,White,SP817,828722.35
SALE000924,2023-05-28,Mercedes,E-Class,37,47787.63,0.1065,42700.56,North,Gray,SP789,1579920.9
SALE000925,2023-10-11,Audi,A4,45,48409.5,0.1667,40338.18,South,Gray,SP421,1815218.3
SALE000926,2023-10-21,Audi,A6,3,44181.47,0.0519,41889.91,East,Black,SP864,125669.73
SALE000927,2023-04-13,BMW,X5,49,58587.12,0.1355,50649.89,South,Blue,SP347,2481844.39
SALE000928,2023-04-28,Mercedes,E-Class,21,52477.61,0.1115,46624.16,South,Brown,SP355,979107.46
SALE000929,2023-03-21,Kia,Sportage,1,22354.06,0.0278,21731.74,North,White,SP180,21731.74
SALE000930,2023-10-05,Nissan,Altima,35,22322.5,0.1634,18676.09,North,Brown,SP593,653663.1
SALE000931,2023-09-10,Audi,Q5,36,45096.36,0.1988,36132.57,Central,Brown,SP381,1300772.56
SALE000932,2023-09-19,Nissan,Sentra,18,24592.35,0.1139,21791.88,East,Gray,SP327,392253.92
SALE000933,2023-01-28,Kia,Forte,19,20685.77,0.079,19051.02,Central,Brown,SP533,361969.46
SALE000934,2023-09-15,Nissan,Altima,28,25692.28,0.1422,22039.43,East,Gray,SP981,617104.04
SALE000935,2023-03-03,Ford,Escape,19,25941.29,0.1186,22864.58,Central,Gray,SP423,434426.98
SALE000936,2023-12-12,Toyota,Camry,34,26110.72,0.1067,23325.3,South,Gray,SP694,793060.14
SALE000937,2023-07-05,Honda,CR-V,12,23597.5,0.1492,20077.41,Central,Brown,SP365,240928.96
SALE000938,2023-05-02,Ford,Explorer,39,25899.0,0.1588,21785.15,East,Gray,SP727,849620.76
SALE000939,2023-04-05,Audi,Q5,20,45694.4,0.0069,45379.46,West,Gray,SP315,907589.25
SALE000940,2023-07-06,Volkswagen,Tiguan,6,27892.78,0.0925,25311.72,West,Silver,SP561,151870.31
SALE000941,2023-10-22,Ford,Mustang,48,25724.57,0.1509,21842.11,South,Brown,SP202,1048421.22
SALE000942,2023-10-12,Mercedes,E-Class,6,48851.82,0.0751,45184.71,West,Brown,SP490,271108.26
SALE000943,2023-03-18,BMW,5 Series,38,58762.6,0.1125,52149.32,West,Brown,SP109,1981674.14
SALE000944,2023-09-13,Ford,Escape,23,27364.63,0.1023,24566.46,South,Brown,SP745,565028.52
SALE000945,2023-09-07,Hyundai,Tucson,17,24681.65,0.1961,19840.4,East,Silver,SP675,337286.75
SALE000946,2023-07-23,Kia,Optima,18,21751.21,0.1204,19131.86,North,Blue,SP267,344373.4
SALE000947,2023-05-11,Toyota,Corolla,47,25367.64,0.1912,20517.11,West,Brown,SP744,964304.08
SALE000948,2023-06-21,Honda,Pilot,48,28579.84,0.0119,28239.9,East,Silver,SP468,1355515.32
SALE000949,2023-06-26,Hyundai,Tucson,45,22720.09,0.1694,18871.45,North,Gray,SP224,849215.17
SALE000950,2023-10-23,Audi,A6,32,43611.52,0.0624,40891.04,Central,Blue,SP764,1308513.33
SALE000951,2023-05-26,Hyundai,Sonata,3,22762.27,0.1021,20438.55,East,Silver,SP789,61315.65
SALE000952,2023-08-17,Hyundai,Santa Fe,46,21715.43,0.1468,18527.48,North,Gray,SP728,852263.88
SALE000953,2023-11-20,Mercedes,GLE,32,67757.13,0.0061,67343.14,South,Brown,SP271,2154980.52
SALE000954,2023-11-20,Audi,Q7,3,47771.3,0.0269,46486.87,Central,Red,SP514,139460.62
SALE000955,2023-03-24,Honda,Civic,21,25265.32,0.1609,21200.45,East,Black,SP421,445209.39
SALE000956,2023-12-30,Audi,Q5,24,48144.07,0.1057,43054.49,East,Red,SP760,1033307.75
SALE000957,2023-08-16,Volkswagen,Tiguan,30,27053.18,0.1996,21654.33,East,Blue,SP701,649630.04
SALE000958,2023-07-31,Hyundai,Santa Fe,8,25275.38,0.018,24821.37,South,Black,SP974,198570.98
SALE000959,2023-05-01,Toyota,Corolla,30,22571.58,0.1476,19240.6,East,Blue,SP817,577218.11
SALE000960,2023-03-27,Honda,Accord,25,26691.11,0.0138,26322.61,West,White,SP197,658065.37
SALE000961,2023-10-08,Honda,Pilot,13,27317.83,0.1538,23116.77,North,White,SP889,300518.01
SALE000962,2023-02-23,Volkswagen,Golf,9,31596.7,0.1692,26251.03,East,Red,SP259,236259.31
SALE000963,2023-06-08,Honda,Pilot,2,23942.9,0.0798,22031.78,South,Black,SP855,44063.55
SALE000964,2023-11-17,Mercedes,GLE,34,57129.06,0.0815,52472.55,South,Black,SP639,1784066.7
SALE000965,2023-01-18,Ford,F-150,30,30404.63,0.0612,28543.03,East,Brown,SP433,856290.94
SALE000966,2023-10-04,Nissan,Pathfinder,8,26559.35,0.1616,22266.11,East,Red,SP555,178128.88
SALE000967,2023-10-30,Ford,Mustang,45,29107.44,0.0012,29071.99,Central,Gray,SP746,1308239.75
SALE000968,2023-09-26,Kia,Sorento,19,22099.34,0.0599,20775.3,Central,Silver,SP455,394730.69
SALE000969,2023-02-15,Nissan,Sentra,40,22142.07,0.1684,18413.02,West,Silver,SP474,736520.63
SALE000970,2023-03-21,Volkswagen,Tiguan,16,29869.56,0.029,29002.17,East,White,SP100,464034.7
SALE000971,2023-06-26,Hyundai,Sonata,26,22553.22,0.0591,21221.27,East,Gray,SP647,551753.01
SALE000972,2023-09-02,Toyota,Highlander,34,23905.02,0.1607,20063.57,East,White,SP884,682161.24
SALE000973,2023-11-02,Volkswagen,Tiguan,14,27913.98,0.0532,26428.02,South,Brown,SP107,369992.26
SALE000974,2023-04-07,Hyundai,Tucson,29,23382.98,0.1684,19444.21,West,Red,SP547,563882.0
SALE000975,2023-03-25,Volkswagen,Passat,17,30842.86,0.1958,24803.94,West,Brown,SP487,421667.06
SALE000976,2023-02-10,BMW,X3,21,55161.15,0.0832,50570.4,West,Blue,SP345,1061978.46
SALE000977,2023-05-26,Hyundai,Tucson,25,21265.44,0.1777,17485.89,Central,Brown,SP375,437147.37
SALE000978,2023-02-05,Volkswagen,Passat,23,32201.6,0.0908,29278.04,South,Black,SP396,673394.85
SALE000979,2023-11-13,Honda,Pilot,36,26648.88,0.0144,26266.33,West,Silver,SP817,945587.92
SALE000980,2023-04-07,Kia,Sorento,32,22115.63,0.0926,20066.96,East,White,SP255,642142.68
SALE000981,2023-04-06,Toyota,Camry,46,26612.67,0.1608,22333.57,North,Silver,SP375,1027344.38
SALE000982,2023-01-05,Ford,Escape,22,28354.42,0.024,27674.18,South,White,SP254,608831.88
SALE000983,2023-04-22,Toyota,Highlander,23,26103.28,0.0803,24007.47,East,Gray,SP419,552171.82
SALE000984,2023-08-26,Nissan,Rogue,31,22964.52,0.0268,22349.86,North,Silver,SP182,692845.63
SALE000985,2023-05-17,Ford,F-150,34,35089.97,0.0543,33184.25,West,White,SP656,1128264.65
SALE000986,2023-04-09,Nissan,Sentra,49,23124.42,0.0,23123.8,East,Brown,SP490,1133066.06
SALE000987,2024-01-01,Toyota,Camry,29,22734.26,0.0552,21478.56,South,Gray,SP889,622878.18
SALE000988,2023-01-18,Nissan,Sentra,38,25899.49,0.1167,22878.23,South,Gray,SP852,869372.7
SALE000989,2023-08-31,Honda,Accord,8,23419.86,0.0494,22263.74,West,Blue,SP419,178109.95
SALE000990,2023-11-19,Audi,A6,29,49964.16,0.1653,41702.94,North,Blue,SP662,1209385.24
SALE000991,2023-05-10,Hyundai,Elantra,43,21943.81,0.1685,18245.35,West,Blue,SP405,784549.97
SALE000992,2023-01-27,BMW,X3,44,59340.17,0.1814,48573.49,South,White,SP341,2137233.63
SALE000993,2023-01-08,Volkswagen,Tiguan,13,29534.31,0.0755,27305.57,South,Brown,SP382,354972.41
SALE000994,2023-07-22,Kia,Optima,12,22770.62,0.0232,22242.24,South,White,SP143,266906.86
SALE000995,2023-12-19,Kia,Sorento,23,21972.78,0.0775,20269.24,Central,Black,SP480,466192.42
SALE000996,2023-03-22,Honda,Accord,27,27790.09,0.1352,24033.72,West,White,SP802,648910.33
SALE000997,2023-11-17,Kia,Sportage,47,20534.59,0.1426,17606.17,North,White,SP464,827489.91
SALE000998,2023-03-06,Ford,F-150,13,31468.46,0.0557,29716.05,West,Black,SP424,386308.63
SALE000999,2023-08-13,Hyundai,Tucson,11,25073.55,0.1405,21550.51,South,White,SP805,237055.64
SALE001000,2023-03-10,Volkswagen,Tiguan,30,28613.81,0.0951,25893.17,East,White,SP596,776795.13
SALE001001,2023-10-05,Nissan,Rogue,19,24691.92,0.0096,24453.96,West,Black,SP680,464625.22
SALE001002,2023-06-15,Ford,Explorer,37,27992.0,0.077,25835.94,West,Silver,SP988,955929.91
SALE001003,2023-02-05,Kia,Forte,41,21894.26,0.0222,21408.31,Central,Black,SP560,877740.54
SALE001004,2023-10-05,Mercedes,GLC,14,65779.34,0.0006,65741.43,East,Gray,SP100,920380.08
SALE001005,2023-04-05,Hyundai,Santa Fe,7,24230.81,0.0833,22212.36,North,Red,SP977,155486.53
SALE001006,2023-06-14,Audi,A6,13,45225.34,0.1439,38716.02,North,Blue,SP651,503308.29
SALE001007,2023-09-26,Volkswagen,Passat,9,30944.12,0.0945,28021.25,West,Brown,SP664,252191.26
SALE001008,2023-06-15,Ford,Explorer,22,26408.15,0.1356,22828.19,West,Blue,SP429,502220.21
SALE001009,2023-09-25,Honda,Civic,45,23586.88,0.0789,21724.77,North,White,SP955,977614.63
SALE001010,2023-01-17,Ford,Mustang,8,28849.18,0.1477,24587.59,South,White,SP597,196700.75
SALE001011,2023-01-17,BMW,3 Series,28,64052.72,0.0104,63384.03,Central,Blue,SP956,1774752.76
SALE001012,2023-09-27,Volkswagen,Atlas,28,31279.24,0.0398,30032.98,Central,Blue,SP704,840923.43
SALE001013,2023-07-07,Mercedes,C-Class,36,44019.28,0.0086,43640.65,South,Red,SP835,1571063.51
SALE001014,2023-04-17,Honda,Civic,13,23702.08,0.0223,23173.47,West,Brown,SP181,301255.05
SALE001015,2023-07-04,Nissan,Altima,10,24210.27,0.02,23726.71,Central,Blue,SP525,237267.09
SALE001016,2023-11-12,Audi,A4,10,41535.18,0.0758,38386.03,East,Red,SP141,383860.32
SALE001017,2023-02-09,Honda,CR-V,24,27758.98,0.1419,23820.63,South,Red,SP199,571695.13
SALE001018,2023-09-30,Honda,Accord,14,25550.94,0.0986,23032.31,West,Black,SP297,322452.33
SALE001019,2023-10-19,Hyundai,Sonata,47,22219.12,0.1812,18192.72,South,Red,SP867,855057.97
SALE001020,2023-02-24,Hyundai,Santa Fe,24,24034.34,0.1755,19815.61,Central,Silver,SP790,475574.56
SALE001021,2023-02-23,Nissan,Pathfinder,26,29822.64,0.0624,27962.52,South,Brown,SP284,727025.5
SALE001022,2023-09-16,Hyundai,Santa Fe,28,21929.36,0.044,20965.32,East,Blue,SP261,587029.01
SALE001023,2023-06-30,Hyundai,Santa Fe,28,25189.66,0.0251,24557.15,East,Red,SP432,687600.1
SALE001024,2023-11-21,Audi,Q7,42,48485.46,0.1614,40658.4,West,Brown,SP843,1707652.74
SALE001025,2023-10-16,Audi,A6,34,43072.0,0.0871,39320.36,Central,Black,SP484,1336892.35
SALE001026,2023-07-04,Hyundai,Tucson,32,22049.22,0.1546,18639.78,West,Gray,SP506,596473.12
SALE001027,2023-05-26,Toyota,Camry,7,24240.48,0.0743,22438.25,Central,White,SP630,157067.77
SALE001028,2023-01-04,Ford,Explorer,16,28381.32,0.1326,24617.92,East,Black,SP319,393886.64
SALE001029,2023-12-20,Audi,A4,13,50362.59,0.1694,41830.55,East,Red,SP623,543797.21
SALE001030,2023-02-18,Hyundai,Sonata,9,23216.03,0.166,19363.27,North,Gray,SP464,174269.42
SALE001031,2023-05-16,Ford,Mustang,23,29570.11,0.0916,26861.51,East,Red,SP355,617814.8
SALE001032,2023-06-03,BMW,X3,22,54432.24,0.1799,44640.37,North,Red,SP509,982088.09
SALE001033,2023-02-09,Kia,Forte,29,20804.24,0.0493,19778.16,East,Brown,SP594,573566.63
SALE001034,2023-12-20,Ford,Escape,28,27851.04,0.0119,27518.41,Central,Brown,SP197,770515.39
SALE001035,2023-01-20,Kia,Sportage,44,20054.52,0.1916,16212.92,Central,Gray,SP180,713368.35
SALE001036,2023-06-28,Toyota,RAV4,9,23695.79,0.1061,21180.54,West,Gray,SP988,190624.88
SALE001037,2023-12-01,Honda,Accord,20,26231.31,0.1926,21180.37,Central,White,SP749,423607.5
SALE001038,2023-06-06,Volkswagen,Golf,28,31661.57,0.041,30363.56,Central,White,SP426,850179.81
SALE001039,2023-06-17,Hyundai,Sonata,26,21600.83,0.0282,20992.54,Central,Blue,SP326,545805.99
SALE001040,2023-12-11,Ford,F-150,26,35933.15,0.063,33668.3,West,Gray,SP870,875375.93
SALE001041,2023-04-24,Kia,Optima,19,20446.64,0.1622,17129.69,West,Silver,SP905,325464.09
SALE001042,2023-03-09,Volkswagen,Passat,40,32438.53,0.0328,31375.32,East,White,SP587,1255012.72
SALE001043,2023-10-08,Kia,Optima,11,20943.58,0.069,19497.67,West,Silver,SP187,214474.35
SALE001044,2023-12-24,Volkswagen,Atlas,38,28743.03,0.094,26041.25,South,Brown,SP238,989567.6
SALE001045,2023-09-07,Nissan,Sentra,47,21891.02,0.138,18870.06,West,Blue,SP685,886892.84
SALE001046,2023-05-05,BMW,5 Series,26,54373.45,0.0016,54288.18,North,Silver,SP895,1411492.55
SALE001047,2023-12-17,Volkswagen,Tiguan,41,29686.04,0.0269,28888.82,Central,White,SP215,1184441.71
SALE001048,2023-07-07,Volkswagen,Atlas,38,30177.96,0.0484,28717.99,East,Black,SP428,1091283.65
SALE001049,2023-06-06,Audi,A4,21,50253.25,0.1242,44012.72,South,Silver,SP731,924267.02
SALE001050,2023-08-14,Nissan,Sentra,22,25252.1,0.1094,22490.23,North,Brown,SP339,494785.04
SALE001051,2023-03-21,BMW,X3,46,57713.95,0.0088,57207.22,North,White,SP857,2631532.22
SALE001052,2023-11-14,Toyota,Corolla,30,26819.81,0.0963,24237.96,South,Brown,SP952,727138.68
SALE001053,2023-06-25,Mercedes,C-Class,45,43679.8,0.1687,36309.71,North,Silver,SP560,1633936.96
SALE001054,2023-06-19,Nissan,Altima,48,26375.91,0.1054,23594.66,South,Blue,SP650,1132543.76
SALE001055,2023-10-07,BMW,5 Series,31,55481.13,0.1921,44821.8,Central,Brown,SP364,1389475.68
SALE001056,2023-11-15,Hyundai,Santa Fe,16,23628.08,0.0996,21273.61,South,Blue,SP815,340377.73
SALE001057,2023-10-26,Toyota,Highlander,26,25112.7,0.0438,24012.17,Central,White,SP361,624316.52
SALE001058,2023-05-26,Ford,F-150,37,33176.61,0.1187,29238.14,South,Brown,SP813,1081811.26
SALE001059,2023-01-28,Kia,Sportage,38,22538.31,0.1962,18115.49,West,Blue,SP108,688388.69
SALE001060,2023-12-05,Honda,Pilot,4,27712.84,0.1464,23655.0,East,Blue,SP972,94620.0
SALE001061,2023-01-10,Audi,A4,34,47824.46,0.079,44044.36,East,Brown,SP764,1497508.17
SALE001062,2023-07-14,Volkswagen,Passat,16,32863.85,0.1515,27886.22,Central,Blue,SP201,446179.59
SALE001063,2023-11-02,Audi,Q7,13,49258.84,0.1546,41642.55,Central,White,SP290,541353.1
SALE001064,2023-10-15,BMW,X5,36,55543.88,0.1281,48427.43,North,White,SP353,1743387.46
SALE001065,2023-06-20,Hyundai,Tucson,39,24294.2,0.192,19628.9,West,Gray,SP862,765527.04
SALE001066,2023-06-27,Ford,F-150,22,35986.99,0.1206,31646.5,East,Silver,SP740,696222.92
SALE001067,2023-09-14,Mercedes,E-Class,37,43286.77,0.0714,40195.84,East,Brown,SP163,1487246.1
SALE001068,2023-01-16,Mercedes,GLE,28,59013.89,0.1269,51526.64,Central,Silver,SP330,1442745.81
SALE001069,2023-07-21,Ford,Explorer,24,29725.24,0.0356,28667.69,South,White,SP847,688024.48
SALE001070,2023-08-02,Volkswagen,Passat,8,31849.65,0.0508,30232.83,South,Red,SP256,241862.62
SALE001071,2023-11-06,Volkswagen,Tiguan,27,27175.02,0.0962,24561.38,East,Gray,SP655,663157.26
SALE001072,2023-12-01,Ford,Mustang,13,25202.48,0.1803,20659.06,South,Red,SP654,268567.81
SALE001073,2023-06-08,BMW,5 Series,27,63821.71,0.0989,57507.51,Central,Black,SP540,1552702.68
SALE001074,2023-06-12,Ford,Mustang,25,29461.64,0.0743,27271.32,North,Red,SP645,681783.0
SALE001075,2023-06-12,Honda,Accord,20,23871.75,0.0065,23716.02,South,Blue,SP130,474320.41
SALE001076,2023-07-30,Audi,Q7,35,50148.54,0.1154,44360.17,East,Gray,SP863,1552605.91
SALE001077,2023-04-07,Mercedes,E-Class,14,49171.58,0.1985,39411.59,North,Black,SP289,551762.24
SALE001078,2023-11-07,Toyota,RAV4,29,25320.37,0.0717,23504.5,Central,Red,SP336,681630.56
SALE001079,2023-04-29,Kia,Forte,4,23528.0,0.1804,19282.44,North,Silver,SP181,77129.75
SALE001080,2023-09-15,Nissan,Sentra,26,26007.55,0.0204,25478.02,Central,Gray,SP829,662428.45
SALE001081,2023-07-18,Audi,A6,10,49126.31,0.1504,41739.95,West,Gray,SP240,417399.51
SALE001082,2023-04-26,Ford,Mustang,5,25401.71,0.035,24511.52,North,Gray,SP882,122557.62
SALE001083,2023-07-31,Toyota,RAV4,34,25897.75,0.045,24732.92,South,Blue,SP787,840919.28
SALE001084,2023-02-03,BMW,5 Series,4,59454.98,0.0873,54263.2,South,Gray,SP987,217052.81
SALE001085,2023-12-19,Kia,Sorento,21,22073.47,0.1518,18723.71,East,Brown,SP568,393197.81
SALE001086,2023-07-27,BMW,X5,19,54332.63,0.086,49658.91,North,Red,SP852,943519.21
SALE001087,2023-07-21,Volkswagen,Tiguan,7,32075.1,0.0802,29503.05,Central,Blue,SP685,206521.35
SALE001088,2023-09-24,Kia,Optima,14,23233.61,0.0953,21020.21,North,Gray,SP567,294282.94
SALE001089,2023-09-23,Toyota,Corolla,15,25222.53,0.0409,24191.13,Central,Gray,SP852,362866.89
SALE001090,2023-09-22,Toyota,Highlander,8,23430.68,0.0663,21876.92,North,Black,SP398,175015.38
SALE001091,2023-06-05,Nissan,Pathfinder,39,26108.98,0.1272,22787.7,East,Gray,SP270,888720.14
SALE001092,2023-11-10,Volkswagen,Tiguan,27,27414.05,0.1882,22255.91,North,Blue,SP629,600909.5
SALE001093,2023-11-27,Ford,Escape,37,27776.01,0.019,27247.97,West,White,SP839,1008174.93
SALE001094,2023-04-03,Hyundai,Elantra,27,24544.8,0.0664,22914.09,Central,Blue,SP659,618680.36
SALE001095,2023-07-31,Ford,Escape,34,29533.87,0.0705,27451.13,East,Gray,SP125,933338.29
SALE001096,2023-10-30,Ford,Escape,4,26048.93,0.1752,21485.77,South,Gray,SP192,85943.07
SALE001097,2023-12-21,Mercedes,GLC,23,56726.63,0.058,53436.15,South,Blue,SP850,1229031.55
SALE001098,2023-02-28,Honda,Civic,45,23595.37,0.0256,22991.96,West,Blue,SP471,1034638.07
SALE001099,2023-09-19,Honda,Pilot,41,23400.06,0.0833,21450.53,Central,Black,SP487,879471.6
SALE001100,2023-01-23,Hyundai,Santa Fe,6,20951.32,0.1946,16873.87,South,Silver,SP679,101243.19
SALE001101,2023-03-16,Ford,Mustang,7,26340.04,0.002,26286.88,South,Brown,SP829,184008.18
SALE001102,2023-06-07,Toyota,Highlander,20,23652.08,0.0003,23645.11,East,Blue,SP887,472902.16
SALE001103,2023-11-17,Nissan,Rogue,47,22517.37,0.062,21120.91,South,White,SP234,992682.88
SALE001104,2023-11-15,BMW,3 Series,36,61330.19,0.1697,50923.37,East,White,SP569,1833241.39
SALE001105,2023-10-06,Nissan,Pathfinder,23,29431.47,0.1792,24157.11,North,Red,SP605,555613.54
SALE001106,2023-10-29,BMW,5 Series,37,60987.67,0.1634,51024.97,West,Gray,SP519,1887924.06
SALE001107,2023-11-04,Nissan,Altima,14,22201.71,0.0674,20705.47,Central,White,SP350,289876.6
SALE001108,2023-11-14,Hyundai,Tucson,47,24410.79,0.197,19602.56,Central,Brown,SP945,921320.12
SALE001109,2023-04-05,BMW,3 Series,22,57250.38,0.1181,50487.53,South,White,SP768,1110725.7
SALE001110,2023-03-16,Audi,A4,49,44902.35,0.0829,41180.22,North,Blue,SP691,2017830.64
SALE001111,2023-06-19,Kia,Sportage,42,22921.01,0.0335,22153.98,North,White,SP211,930466.96
SALE001112,2023-03-24,Volkswagen,Passat,9,28613.08,0.1257,25016.79,East,Red,SP776,225151.14
SALE001113,2023-08-22,Kia,Forte,22,20967.44,0.1203,18444.83,Central,Silver,SP136,405786.28
SALE001114,2023-06-15,Honda,CR-V,47,27115.01,0.1518,22998.92,East,Gray,SP939,1080949.37
SALE001115,2023-10-09,Honda,Pilot,38,27459.81,0.1417,23568.81,North,Silver,SP582,895614.84
SALE001116,2023-12-22,Ford,F-150,36,36774.66,0.0898,33473.67,East,Silver,SP639,1205051.98
SALE001117,2023-12-23,Volkswagen,Passat,2,31183.26,0.1429,26728.25,South,Red,SP159,53456.51
SALE001118,2023-09-05,Honda,Civic,6,28189.17,0.1389,24273.16,Central,Brown,SP823,145638.94
SALE001119,2023-11-08,Mercedes,GLE,39,66773.89,0.0689,62171.78,East,Silver,SP638,2424699.38
SALE001120,2023-03-08,Kia,Sportage,34,23351.11,0.039,22439.29,Central,Red,SP608,762935.96
SALE001121,2023-09-10,Hyundai,Santa Fe,13,21681.61,0.133,18797.32,South,Red,SP338,244365.19
SALE001122,2023-01-01,Mercedes,E-Class,3,44341.19,0.1529,37559.48,North,White,SP576,112678.44
SALE001123,2023-11-12,Honda,Accord,48,26322.78,0.1894,21336.77,West,Gray,SP146,1024164.87
SALE001124,2023-10-14,Audi,Q5,1,44270.25,0.0965,39998.17,South,White,SP755,39998.17
SALE001125,2023-05-11,BMW,X3,36,61848.61,0.1469,52763.74,North,Silver,SP407,1899494.74
SALE001126,2023-01-04,Hyundai,Tucson,18,20773.88,0.1564,17524.13,North,Blue,SP441,315434.4
SALE001127,2023-10-19,Audi,Q7,35,41505.05,0.1407,35663.63,Central,White,SP952,1248227.09
SALE001128,2023-06-19,Ford,Mustang,14,29922.36,0.0195,29338.79,East,Blue,SP590,410743.04
